Group Header1,Group Header,Department,CourseCode,CourseName,Credits,GAF,CourseLevel,StateCode,State Code Description
 , ,Visual Arts,AHS11,Art appreciation,1,1,H,5152,Art history
 , ,Visual Arts,AKS11QFV,Film and videotape,1,1,H,5168,Film/videotape
 , ,Visual Arts,ANS11QAS,Studio art mixed media,1,1,H,5170,Art portfolio
 , ,Visual Arts,APS11QAP,Oil acrylic painting,1,1,H,5157,Creative art—painting
 , ,Visual Arts,APS11QWC,Water color painting,1,1,H,5157,Creative art—painting
 , ,Visual Arts,APS21QAP,Oil acrylic painting 1,1,1,H,5157,Creative art—painting
 , ,Visual Arts,APS22QAP,Oil acrylic painting 2,1,1,H,5157,Creative art—painting
 , ,Visual Arts,AUS11QCG,Computer graphics,1,1,H,5169,Computer-assisted art
 , ,Visual Arts,AUS11QPG,Portrait graphic design,1,1,H,5169,Computer-assisted art
 , ,Visual Arts,AYS11QDJ,Jewelry design,1,1,H,5154,Creative art—comprehensive
 , ,Theater,CJS21QDR,Drama 1,1,1,H,5055,Drama—acting/performance
 , ,Theater,CJS22QDR,Drama 2,1,1,H,5055,Drama—acting/performance
 , ,English/ESL,EES81,English 9 term 1,1,1,H,1001,English/language arts i (9th grade)
 , ,English/ESL,EES81QFC,Fr composition 1,1,1,H,1001,English/language arts i (9th grade)
 , ,English/ESL,EES82,English 9 term 2,1,1,H,1001,English/language arts i (9th grade)
 , ,English/ESL,EES82QFC,Fr composition 2,1,1,H,1001,English/language arts i (9th grade)
 , ,English/ESL,EES83,English 10 term 1,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES83QCL,Classical lit,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES83QEL,European lit 1,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES84,English 10 term 2,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES84QEL,European lit 2,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES84QME,Modern european,1,1,H,1002,English/language arts ii (10th grade)
 , ,English/ESL,EES85,English 11 1 of 2,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QAC,Eng5 acting,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QAM,Eng 5 american lit 1,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QCN,Creative nonfict5,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QDF,Detective fict eng5,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QEA,Early american lit,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QGL,Gothic lit eng5,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QHA,Eng 5 asian american lit,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QPW,Poetry eng5,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QSW,Eng 5 science writing,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85QWW,Writers wksp eng5,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES85X,Eng 5 ap,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES85X1,Eng5ap amer lit hist,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES85X3,Eng5ap defining american voices,1,1,H,0,Not mapped
 , ,English/ESL,EES85X5,Eng5ap amer studies,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES85X7,Eng5ap contemp clscs,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES85X9,Eng5ap metaphysics,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES85XA,Eng5ap amer places and perspectives,1,1,H,1005,Ap english language and composition
 , ,English/ESL,EES86,English 11 2 of 2,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QAC,Eng6 acting,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QAL,Later american lit eng6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QAM,Eng 6 american lit 2,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QCN,Creative nonfict6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QDF,Detective fict eng6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QGL,Gothic lit eng6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QHA,Eng 6 asian american lit,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QPW,Poetry eng6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QSW,Eng 6 science writing,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86QWW,Writers wksp eng6,1,1,H,01003CC,English/language arts iii (common core)
 , ,English/ESL,EES86X,Eng 6 ap,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES86X2,Eng6ap amer lit hist,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES86X4,Eng6ap defining american voices,1,1,H,0,Not mapped
 , ,English/ESL,EES86X6,Eng6ap amer studies,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES86X8,Eng6ap contemp clscs,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES86XA,Eng6ap metaphysics,1,1,H,1003,English/language arts iii (11th grade)
 , ,English/ESL,EES86XB,Eng 6 ap american places and perspectv,1,1,H,1005,Ap english language and composition
 , ,English/ESL,EES87,English 12 1 of 2,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87CEE,Existentialism eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QAC,Eng7 acting,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QBL,British literature 1 eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QCL,Eng7 comtemporary literature,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QCN,Creative nonfict7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QCT,Contemporary lit eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QEB,Early british eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QEE,Existentialism eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QHA,Eng 7 asian american lit,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QPW,Poetry eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QSF,Science fiction eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QSL,Shakespearean lit eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QSW,Eng 7 science writing,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QVL,Victorian lit eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QWV,Women voice lit eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87QWW,Writers wksp eng7,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES87X,Eng 7 ap,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES87X1,Eng7ap ancient&moderns,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES87X3,Eng7ap great books,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES87X3G,Eng7ap great books,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES87X5,Eng7ap society and self,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES87X9,Eng7ap metaphysics,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES88,English 12 2 of 2,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88CEE,Existentialism eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QAC,Eng8 acting,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QBL,British literature 2 eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QCL,Eng8 comtemporary literature,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QCN,Creative nonfict8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QCT,Contemporary lit eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QEE,Existentialism eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QPW,Poetry eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QSF,Science fiction eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QSL,Shakespearean lit eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QSW,Eng 8 science writing,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QVL,Victorian lit eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QWV,Women voice lit eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88QWW,Writers wksp eng8,1,1,H,1004,English/language arts iv (12th grade)
 , ,English/ESL,EES88X,Eng 8 ap,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES88X2,Eng8ap ancient/moderns,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES88X4,Eng8ap great books,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES88X6,Eng8ap society and self,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EES88XA,Eng8ap metaphysics,1,1,H,1006,Ap english literature and composition
 , ,English/ESL,EJS11,Adv journalism,1,1,H,11101,Journalism
 , ,English/ESL,EJS11QS,Adv journalism indep study,1,1,H,11101,Journalism
 , ,English/ESL,EQS11QDT,Debate team,0,1,H,1999,English language and literature—other
 , ,English/ESL,EXCRE,Reading rct jun,0,1,H,0,Not mapped
 , ,English/ESL,EXCRR,Reading rct jan,0,1,H,0,Not mapped
 , ,English/ESL,EXCWE,Writing rct june,0,1,H,0,Not mapped
 , ,English/ESL,EXCWR,Writing rct jan,0,1,H,0,Not mapped
 , ,English/ESL,EXRCE,Cc ela reg jun,0,1,,0,Not mapped
 , ,English/ESL,EXRCG,Cc ela reg aug,0,1,H,0,Not mapped
 , ,English/ESL,EXRCR,Cc ela reg jan,0,1,H,0,Not mapped
 , ,English/ESL,EXRLE,Ela reg june,0,1,H,0,Not mapped
 , ,English/ESL,EXRLG,Ela reg august,0,1,H,0,Not mapped
 , ,English/ESL,EXRLR,Ela reg jan,0,1,H,0,Not mapped
 , ,LOTE,FES65,Greek iii 1 of 2,1,1,H,6283,Greek iii
 , ,LOTE,FES66,Greek iii 2 of 2,1,1,H,6283,Greek iii
 , ,LOTE,FFS61,French i  1 of 2,1,1,H,6121,French i
 , ,LOTE,FFS61QE,French i  1 of 2 enriched,1,1,H,6121,French i
 , ,LOTE,FFS62,French i  2 of 2,1,1,H,6121,French i
 , ,LOTE,FFS62QE,French i  2 of 2 enriched,1,1,H,6121,French i
 , ,LOTE,FFS63,French ii  1 of 2,1,1,H,6122,French ii
 , ,LOTE,FFS63QS,French ii  1 of 2 indep study,1,1,H,6122,French ii
 , ,LOTE,FFS64,French ii   2 of 2,1,1,H,6121,French i
 , ,LOTE,FFS65,French iii  1 of 2,1,1,H,6123,French iii
 , ,LOTE,FFS66,French iii  2 of 2,1,1,H,6123,French iii
 , ,LOTE,FFS87,French iv 1 of 2,1,1,H,6124,French iv
 , ,LOTE,FFS87X,Ap french iv 1 of 2,1,1,H,6132,Ap french language
 , ,LOTE,FFS88,French iv 2 of 2,1,1,H,6124,French iv
 , ,LOTE,FFS88X,Ap french iv 2 of 2,1,1,H,6132,Ap french language
 , ,LOTE,FGS61,German i  1 of 2,1,1,H,6201,German i
 , ,LOTE,FGS62,German i  2 of 2,1,1,H,6201,German i
 , ,LOTE,FGS63,German ii  1 of 2,1,1,H,6202,German ii
 , ,LOTE,FGS64,German ii  2 of 2,1,1,H,6202,German ii
 , ,LOTE,FGS65,German iii  1 of 2,1,1,H,6203,German iii
 , ,LOTE,FGS66,German iii  2 of 2,1,1,H,6203,German iii
 , ,LOTE,FGS87,German iv 1 of 2,1,1,H,6204,German iv
 , ,LOTE,FGS88,German iv 2 of 2,1,1,H,6204,German iv
 , ,LOTE,FHS61,Hebrew i  1 of 2,1,1,H,6701,Hebrew i
 , ,LOTE,FHS62,Hebrew i  2 of 2,1,1,H,6701,Hebrew i
 , ,LOTE,FHS63,Hebrew ii  1 of 2,1,1,H,6702,Hebrew ii
 , ,LOTE,FHS64,Hebrew ii  2 of 2,1,1,H,6702,Hebrew ii
 , ,LOTE,FHS65,Hebrew iii  1 of 2,1,1,H,6703,Hebrew iii
 , ,LOTE,FHS66,Hebrew iii  2 of 2,1,1,H,6703,Hebrew iii
 , ,LOTE,FJS61,Japanese i 1 of 2,1,1,H,6421,Japanese i
 , ,LOTE,FJS61QS,Japanese i 1 of 2 indep study,1,1,H,6421,Japanese i
 , ,LOTE,FJS62,Japanese i 2 of 2,1,1,H,6421,Japanese i
 , ,LOTE,FJS63,Japanese ii 1 of 2,1,1,H,6422,Japanese ii
 , ,LOTE,FJS64,Japanese ii 2 of 2,1,1,H,6422,Japanese ii
 , ,LOTE,FJS65,Japanese iii 1 of 2,1,1,H,6423,Japanese iii
 , ,LOTE,FJS66,Japanese iii 2 of 2,1,1,H,6423,Japanese iii
 , ,LOTE,FJS87,Japanese iv 1 of 2,1,1,H,6424,Japanese iv
 , ,LOTE,FJS87X,Ap japanese iv 1 of 2,1,1,H,6424,Japanese iv
 , ,LOTE,FJS88,Japanese iv 2 of 2,1,1,H,6424,Japanese iv
 , ,LOTE,FJS88X,Ap japanese iv 2 of 2,1,1,H,6421,Japanese i
 , ,LOTE,FKS63QN,Korean ii native 1 of 2,1,1,H,6441,Korean i
 , ,LOTE,FKS64QN,Korean ii native 2 of 2,1,1,H,6442,Korean ii
 , ,LOTE,FKS65QN,Korean iii native 1 of 2,1,1,H,6443,Korean iii
 , ,LOTE,FKS66QN,Korean iii native 2 of 2,1,1,H,6443,Korean iii
 , ,LOTE,FLS61,Latin i  1 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS61QE,Latin i enriched 1 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS62,Latin i  2 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS62QE,Latin i enriched 2 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS63,Latin ii  1 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS64,Latin ii   2 of 2,1,1,H,6301,Latin i
 , ,LOTE,FLS65,Latin iii  1 of 2,1,1,H,6303,Latin iii
 , ,LOTE,FLS66,Latin iii  2 of 2,1,1,H,6303,Latin iii
 , ,LOTE,FLS87,Latin iv 1 of 2,1,1,H,6304,Latin iv
 , ,LOTE,FLS87X,Ap latin iv 1 of 2,1,1,H,6313,"Ap latin (virgil, catullus and horace)"
 , ,LOTE,FLS87XS,Ap latin 7 indep study,1,1,H,6313,"Ap latin (virgil, catullus and horace)"
 , ,LOTE,FLS88,Latin iv 2 of 2,1,1,H,6304,Latin iv
 , ,LOTE,FLS88X,Ap latin iv 2 of 2,1,1,H,6313,"Ap latin (virgil, catullus and horace)"
 , ,LOTE,FLS88XS,Ap latin iv 2 of 2 indep stud,1,1,H,6313,"Ap latin (virgil, catullus and horace)"
 , ,LOTE,FMS61,Mandarin i 1 of 2,1,1,H,6401,Chinese i
 , ,LOTE,FMS62,Mandarin i 2 of 2,1,1,H,6401,Chinese i
 , ,LOTE,FMS63,Mandarin ii 1 of 2,1,1,H,6402,Chinese ii
 , ,LOTE,FMS64,Mandarin ii 2 of 2,1,1,H,6402,Chinese ii
 , ,LOTE,FMS65,Mandarin iii 1 of 2,1,1,H,6403,Chinese iii
 , ,LOTE,FMS66,Mandarin iii 2 of 2,1,1,H,6403,Chinese iii
 , ,LOTE,FMS87,Mandarin iv 1 of 2,1,1,H,6404,Chinese iv
 , ,LOTE,FMS87X,Ap mandarin iv 1 of 2,1,1,H,6404,Chinese iv
 , ,LOTE,FMS88,Mandarin iv 2 of 2,1,1,H,6404,Chinese iv
 , ,LOTE,FMS88X,Ap mandarin iv 2 of 2,1,1,H,6404,Chinese iv
 , ,LOTE,FSS61,Spanish i  1 of 2,1,1,H,6101,Spanish i
 , ,LOTE,FSS61QE,Spanish i  1 of 2 enriched,1,1,H,6101,Spanish i
 , ,LOTE,FSS62,Spanish i  2 of 2,1,1,H,6101,Spanish i
 , ,LOTE,FSS62QE,Spanish i  2 of 2 enriched,1,1,H,6101,Spanish i
 , ,LOTE,FSS63,Spanish ii  1 of 2,1,1,H,6101,Spanish i
 , ,LOTE,FSS64,Spanish ii   2 of 2,1,1,H,6101,Spanish i
 , ,LOTE,FSS65,Spanish iii  1 of 2,1,1,H,6103,Spanish iii
 , ,LOTE,FSS66,Spanish iii   2 of 2,1,1,H,6101,Spanish i
 , ,LOTE,FSS87,Spanish iv 1 of 2,1,1,H,6104,Spanish iv
 , ,LOTE,FSS87QT,Spanish iv 1 of 2 hispanic themes,1,1,H,6104,Spanish iv
 , ,LOTE,FSS87X,Ap spanish iv 1 of 2,1,1,H,6112,Ap spanish language
 , ,LOTE,FSS88,Spanish iv 2 of 2,1,1,H,6104,Spanish iv
 , ,LOTE,FSS88X,Ap spanish iv 2 of 2,1,1,H,6112,Ap spanish language
 , ,LOTE,FSSA9X,Ap spanish v 1 of 2,1,1,H,6113,Ap spanish literature
 , ,LOTE,FSSAAX,Ap spanish v 2 of 2,1,1,H,6113,Ap spanish literature
 , ,LOTE,FTS61,Italian i  1 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS61QE,Italian i  enriched 1 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS62,Italian i  2 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS62QE,Italian i  enriched 2 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS63,Italian ii  1 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS64,Italian ii  2 of 2,1,1,H,6141,Italian i
 , ,LOTE,FTS65,Italian iii  1 of 2,1,1,H,6143,Italian iii
 , ,LOTE,FTS66,Italian iii  2 of 2,1,1,H,6143,Italian iii
 , ,LOTE,FTS87,Italian iv 1 of 2,1,1,H,6144,Italian iv
 , ,LOTE,FTS87X,Ap italian iv 1 of 2,1,1,H,6144,Italian iv
 , ,LOTE,FTS88,Italian iv 2 of 2,1,1,H,6144,Italian iv
 , ,LOTE,FTS88X,Ap italian iv 2 of 2,1,1,H,6144,Italian iv
 , ,LOTE,FXTAE,Arabic lote,0,1,H,0,Not mapped
 , ,LOTE,FXTBE,Haitian creole lote,0,1,H,0,Not mapped
 , ,LOTE,FXTCE,Chinese- simple lote,0,1,H,0,Not mapped
 , ,LOTE,FXTDE,Hindi lotee,0,1,H,0,Not mapped
 , ,LOTE,FXTEE,Greek lote,0,1,H,0,Not mapped
 , ,LOTE,FXTFE,French lote,0,1,H,0,Not mapped
 , ,LOTE,FXTGE,German lote,0,1,H,0,Not mapped
 , ,LOTE,FXTHE,Hebrew lote,0,1,H,0,Not mapped
 , ,LOTE,FXTIE,Bengali lote,0,1,H,0,Not mapped
 , ,LOTE,FXTJE,Japanese lote,0,1,H,0,Not mapped
 , ,LOTE,FXTKE,Korean lote,0,1,H,0,Not mapped
 , ,LOTE,FXTLE,Latin lote,0,1,H,0,Not mapped
 , ,LOTE,FXTME,Chinese- trad lote,0,1,H,0,Not mapped
 , ,LOTE,FXTNE,Albanian lote,0,1,H,0,Not mapped
 , ,LOTE,FXTPE,Asl lote,0,1,H,0,Not mapped
 , ,LOTE,FXTRE,Russian lotee,0,1,H,0,Not mapped
 , ,LOTE,FXTSE,Spanish lote,0,1,H,0,Not mapped
 , ,LOTE,FXTTE,Italian lote,0,1,H,0,Not mapped
 , ,LOTE,FXTUE,Urdu lote,0,1,H,0,Not mapped
 , ,LOTE,FXTVE,Vietnamese lote,0,1,H,0,Not mapped
 , ,LOTE,FXTWE,Punjabi lote,0,1,H,0,Not mapped
 , ,LOTE,FXTZE,Polish lote,0,1,H,0,Not mapped
