Group Header1,Group Header,Department,CourseCode,CourseName,Credits,GAF,CourseLevel,StateCode,State Code Description
 , ,Science,SPS88QPP,Plasma physics 2 of 2,1,1,H,3151,Physics
 , ,Science,SQS21X,Ap psychology 1 of 2,1,1,H,0,Not mapped
 , ,Science,SQS22X,Ap psychology 2 of 2,1,1,H,0,Not mapped
 , ,Science,SQS84QJ5,Science intel research 4,1,1,H,0,Not mapped
 , ,Science,SQS85QJ5,Bio intel research 5,1,1,H,0,Not mapped
 , ,Science,SQS86QJ5,Science intel research,1,1,H,0,Not mapped
 , ,Science,SQS87QJ5,Intel science research 5pds,1,1,H,0,Not mapped
 , ,Science,SQS87QJA,Intel science research ten pds,1,1,H,0,Not mapped
 , ,Science,SRS11,Astronomy,1,1,H,3004,Astronomy
 , ,Science,SWS11QC,Oceanography,1,1,H,3005,Marine science
 , ,Science,SWS11QLZ,Vertebrate zoology lab,0,1,H,3061,Zoology
 , ,Science,SWS11QMT,Meteorology,1,1,H,3006,Meteorology
 , ,Science,SWS11QOC,Oceanography,1,1,H,3005,Marine science
 , ,Science,SWS11QOG,Oceanography,1,1,H,3005,Marine science
 , ,Science,SWS11QZL,Vertebrate zoology,1,1,H,3061,Zoology
 , ,Science,SWS21X,Ap environmental sci 1 of 2,1,1,H,3207,Ap environmental science
 , ,Science,SWS22X,Ap environmental sci 2 of 2,1,1,H,3207,Ap environmental science
 , ,Science,SXCSE,Science rct jun,0,1,H,0,Not mapped
 , ,Science,SXCSR,Science rct jan,0,1,H,0,Not mapped
 , ,Science,SXRKE,Livenvir r june,0,1,H,0,Not mapped
 , ,Science,SXRKG,Living env reg aug,0,1,H,0,Not mapped
 , ,Science,SXRKR,Livenvir r jan,0,1,H,0,Not mapped
 , ,Science,SXRPE,Physics reg jun,0,1,H,0,Not mapped
 , ,Science,SXRPR,Physics reg jan,0,1,H,0,Not mapped
 , ,Science,SXRUE,Phset es r jun,0,1,H,0,Not mapped
 , ,Science,SXRUG,Phset es reg aug,0,1,H,0,Not mapped
 , ,Science,SXRUR,Phset es r jan,0,1,H,0,Not mapped
 , ,Science,SXRXE,Chemistry r june,0,1,H,0,Not mapped
 , ,Science,SXRXR,Chemistry r jan,0,1,H,0,Not mapped
 , ,Technology,TAS11QP5,Digital photography,1,1,H,11051,Audio/visual production
 , ,Technology,TAS11QPA,Photography,1,1,H,11051,Audio/visual production
 , ,Technology,TAS21QPA,Photography 1 of 2,1,1,H,11051,Audio/visual production
 , ,Technology,TAS22QPA,Photography 2 of 2,1,1,H,11051,Audio/visual production
 , ,Technology,TCS11Q15,Cad design,1,1,H,21107,Cad design and software
 , ,Technology,TCS11QT5,Technical illustration,1,1,H,21107,Cad design and software
 , ,Technology,TDS11,Technical graphic communications,1,1,H,21102,Drafting—general
 , ,Technology,TDS11QA5,Intro to architecture,1,1,H,21102,Drafting—general
 , ,Technology,TDS11QAA,Architecture,1,1,H,21102,Drafting—general
 , ,Technology,TDS11QD5,Interior design,1,1,H,21102,Drafting—general
 , ,Technology,TDS21QAA,Architecture 1 of 2,1,1,H,21102,Drafting—general
 , ,Technology,TDS22QAA,Architecture 2 of 2,1,1,H,21102,Drafting—general
 , ,Technology,TES21QCA,Cisco networking 1 of 2,1,1,H,10255,Cisco—the panduit network infrastructure essentials (pnie)
 , ,Technology,TES22QCA,Cisco networking 2 of 2,1,1,H,10255,Cisco—the panduit network infrastructure essentials (pnie)
 , ,Technology,TMS11QCA,Ceramics,1,1,H,13203,Machining
 , ,Technology,TMS11QD5,Jewelry design,1,1,H,13203,Machining
 , ,Technology,TMS11QW5,Prin tech mechsm,1,1,H,13203,Machining
 , ,Technology,TMS11QWA,Woodworking,1,1,H,13203,Machining
 , ,Technology,TMS21QCA,Ceramics 1 of 2,1,1,H,13203,Machining
 , ,Technology,TMS21QWA,Woodworking 1 of 2,1,1,H,13203,Machining
 , ,Technology,TMS22QCA,Ceramics 2 of 2,1,1,H,13203,Machining
 , ,Technology,TMS22QWA,Woodworking 2 of 2,1,1,H,13203,Machining
 , ,Technology,TQS11QB5,Robotic principals,1,1,H,21099,Technology—other
 , ,Technology,TQS11QBA,Robotic engineering,1,1,H,21009,Robotics
 , ,Technology,TQS11QV5,Video production,1,1,H,21099,Technology—other
 , ,Technology,TQS11QW5,Web design beginner,1,1,H,21099,Technology—other
 , ,Technology,TQS21QBA,Robotic engineering 1 of 2,1,1,H,21009,Robotics
 , ,Technology,TQS21QVA,Video journalism 1 of 2,1,1,H,21099,Technology—other
 , ,Technology,TQS21QWD,Web design advance,1,1,H,21099,Technology—other
 , ,Technology,TQS22QBA,Robotic engineering 2 of 2,1,1,H,21009,Robotics
 , ,Technology,TQS22QVA,Video journalism 2 of 2,1,1,H,21099,Technology—other
 , ,Technology,TYS11QT5,Computer technology,1,1,H,10251,Computer technology
 , ,Technology,TZS11QG5,Graphic arts,1,1,H,11151,Digital media technology
 , ,Music,UAS11,Music appreciation,1,1,H,5118,Music appreciation
 , ,Music,UCS11,Chamber choir,1,1,H,5149,Music—other
 , ,Music,UDS11Q2,Concert band,1,1,H,5102,Concert band
 , ,Music,UDS11Q3,Symphonic band,1,1,H,5102,Concert band
 , ,Music,UDS11Q4,Concert band,1,1,H,5102,Concert band
 , ,Music,UDS11Q8,Beginning band,1,1,H,5102,Concert band
 , ,Music,UJS11,Jazz band,1,1,H,5106,Instrumental ensembles
 , ,Music,UUS21X,Ap music theory 1,1,1,H,5114,Ap music theory
 , ,Music,UUS22X,Ap music theory 2,1,1,H,5114,Ap music theory
 , ,Music,UVS11,Chorus,1,1,H,5110,Chorus
 , ,Music,UYS11,Symphonic orchestra,1,1,H,5104,Orchestra
 , ,Music,UZS32,Intermediate strings,1,1,H,5104,Orchestra
 , ,Music,UZS33,Adv strings,1,1,H,5104,Orchestra
 , ,Functional Codes,ZATA,Lta,0,1,H,0,Not mapped
 , ,Functional Codes,ZLG5,Guidance lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK4,Music lunch 4,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK5,Music lunch 5,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK5UVS,Chorus,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK6,Music lunch 6,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK7,Music lunch 7,0,1,H,0,Not mapped
 , ,Functional Codes,ZLK8,Music lunch 8,0,1,H,0,Not mapped
 , ,Functional Codes,ZLM4,Medical lunch 4,0,1,H,0,Not mapped
 , ,Functional Codes,ZLM5,Medical lunch 5,0,1,H,0,Not mapped
 , ,Functional Codes,ZLM6,Medical lunch 6,0,1,H,0,Not mapped
 , ,Functional Codes,ZLM7,Medical lunch 7,0,1,H,0,Not mapped
 , ,Functional Codes,ZLM8,Medical lunch 8,0,1,H,0,Not mapped
 , ,Functional Codes,ZLN4,Lunch 4 pd,0,1,H,0,Not mapped
 , ,Functional Codes,ZLN5,Lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZLN6,Lunch period 6,0,1,H,0,Not mapped
 , ,Functional Codes,ZLN7,Lunch period 7,0,1,H,0,Not mapped
 , ,Functional Codes,ZLN8,Lunch period 8,0,1,H,0,Not mapped
 , ,Functional Codes,ZLR6,Rel lunch 6,0,1,H,0,Not mapped
 , ,Functional Codes,ZLR7,Rel lunch 7,0,1,H,0,Not mapped
 , ,Functional Codes,ZLR8,Rel lunch 8,0,1,H,0,Not mapped
 , ,Functional Codes,ZLUN,Lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDX4,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDX5,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDX6,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDX7,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDX8,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMDXN,Deans lunch,0,1,H,0,Not mapped
 , ,Functional Codes,ZMFIRST,Free first,0,1,H,0,Not mapped
 , ,Functional Codes,ZMHIST,Require hist,0,1,H,0,Not mapped
 , ,Functional Codes,ZMLANG,Require lang,0,1,H,0,Not mapped
 , ,Functional Codes,ZMMATH,Require math,0,1,H,0,Not mapped
 , ,Functional Codes,ZMREQW,Require work,0,1,H,0,Not mapped
 , ,Functional Codes,ZMSCEL,Require science elective,0,1,H,0,Not mapped
 , ,Functional Codes,ZMSING,Sing cast,0,1,H,0,Not mapped
 , ,Functional Codes,ZMSREL,Require senior elective,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTEAM,Math team,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTX4,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTX5,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTX6,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTX7,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTX8,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTXN,Dnstxbk delq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMTXT,Textbk delinq,0,1,H,0,Not mapped
 , ,Functional Codes,ZMUNI,Missing uniform,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ01,No period 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ02,No period 2,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ03,No period 3,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ04,No period 4,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ05,No period 5,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ06,No period 6,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ07,No period 7,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ08,No period 8,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ09,No period 9,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ10,No period 10,0,1,H,0,Not mapped
 , ,Functional Codes,ZQ236,Guidance,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOADD,Add bio pe,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOBB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOPB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOREG,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOSW,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQBIOWB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQCHGIRL,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQCHREG,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQCHSW,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQCMXE,Common core alg wed june 17 12.30 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQCMXG,Common core geom tues june 2 11.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQDANCE7,Dance dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEAH1,Art final tues jan 26 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEAH1C,Art final confl thurs june 18 9.00 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEFS2,Spanish 2 final,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEFS4,Spanish 4 final,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEFSX,Ap spanish final wed jan 27 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEHEX1,Ap macro final tue jan 26 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEHG1,Global 1 final tue jan 26 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEHG2,Global 2 final,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEHG3,Global 3 final tues jan 26 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMG3,Geometry final wed jan 27 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMK1,Intro compsci final thur jan 28 12.30 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMKX,Ap compsci final thur jan 28 12.30 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMP1,Precalc final thur jan 28 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMPH1,Precalc honors final thur jan 28 10.30 a,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEMR1,Trig final thur jan 28 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEPH1,Health final,0,1,H,0,Not mapped
 , ,Functional Codes,ZQESB1,Biology final wed jan 27 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQESB2,Biology final,0,1,H,0,Not mapped
 , ,Functional Codes,ZQETD1,Drafting final tues jan 26 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQETD1C,Draft final confl thurs june 18 9.00 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEUA1,Music app final tues jan 26 10.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEUA1C,Music final confl thurs june 18 9.00 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEXMD1,Conf rm mon jan 26 10.00 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQEXMD2,Conf rm tues jan 27 10.00 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQFA,Free period cycle a,0,1,H,0,Not mapped
 , ,Functional Codes,ZQFB,Free period cycle b,0,1,H,0,Not mapped
 , ,Functional Codes,ZQFN,Free period,0,1,H,0,Not mapped
 , ,Functional Codes,ZQGROSS3,Eng dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQGROSS7,Eng dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQHOGIRL,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQHOREG,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQHOSW,Chem dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPB7,Polar bear dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPE5,Pe dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPE7,Pe dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHADD,Add physics,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHBB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHCY,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHLG,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOADD,Add honor physics,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOBB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOCY,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHORB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOREG,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOVB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHOWB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHPB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHRB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHREG,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHSW,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHVB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPHWB,Physics dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA1,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA2,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA3,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA4,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA5,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA6,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA7,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSA8,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB1,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB2,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB3,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB4,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB5,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB6,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB7,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPPSB8,Pe1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSA1,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSA2,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSA3,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSA4,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSA5,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSB1,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSB2,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSB3,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSB4,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQPWSB5,Swim 1,0,1,H,0,Not mapped
 , ,Functional Codes,ZQQTREG,Bio dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQQTSW,Bio dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQREGREG,Bio dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQREGSW,Bio dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQREXL,English regents mon jan 26 12.00 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXC,Mandarin lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXF,French lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXJ,Japanese lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXL,Latin lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXR,Russian lote mon june 22 8.30 am at si t,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXS,Spanish lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRFXT,Italian lote mon june 22 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRHXG,Global regents tues jan 27 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRHXU,Us hist regents wed jan 28 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRMXE,Algebra regents tues jan 27 12.00 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRMXG,Geometry regents wed jan 28 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRMXT,Trig regents thurs jan 29 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQROLL7,Roller blade dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRSXK,Liv environ regents mon jan 26 8.30 am,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRSXP,Physics regents mon jan 26 12.00 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQRSXX,Chemistry regents wed jan 28 12.00 pm,0,1,H,0,Not mapped
 , ,Functional Codes,ZQSLS,Modern bio w swim,0,1,H,0,Not mapped
 , ,Functional Codes,ZQSTEP,Step,0,1,H,0,Not mapped
 , ,Functional Codes,ZQSWIM,Swim class,0,1,H,0,Not mapped
 , ,Functional Codes,ZQSWIM7,Swim dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQT10,Sport team,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUCS,Chamber choir,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUDSQ4,Concert band,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUDSQ8,Beginning band,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUVS,Chorus,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUYS,Symphonic orchestra,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUZS32,Intermediate strings,0,1,H,0,Not mapped
 , ,Functional Codes,ZQUZS33,Adv strings,0,1,H,0,Not mapped
 , ,Functional Codes,ZQW7,Weight dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZQYOGA7,Yoga dummy,0,1,H,0,Not mapped
 , ,Functional Codes,ZT01,Resource,0,1,H,0,Not mapped
 , ,Functional Codes,ZT10,Resource 10,0,1,H,0,Not mapped
 , ,Functional Codes,ZXPSATT,Fall psat,0,1,H,1001,English/language arts i (9th grade)
 , ,Functional Codes,ZXSATT,Fall sat,0,1,H,1001,English/language arts i (9th grade)
 , ,Functional Codes,ZYESL,Resource esl,0,1,H,0,Not mapped
 , ,Functional Codes,ZYR01,Setss resource,0,1,H,0,Not mapped
